Training cell_line=HUVEC in mode genomic-only
Proper cross validation
F1: 0.00687, ROC_AUC: 0.70633
chr1	0.00000	0.70778
chr10	0.00000	0.80037
chr11	0.00000	0.71139
chr12	0.06061	0.70979
chr13	0.00000	0.74941
chr14	0.00000	0.79295
chr15	0.00000	0.70668
chr16	0.00000	0.59458
chr17	0.00000	0.60457
chr18	0.00000	0.82316
chr19	0.00000	0.62342
chr2	0.00000	0.79304
chr20	0.00000	0.60098
chr21	0.00000	0.84821
chr22	0.00000	0.66773
chr3	0.00000	0.76437
chr4	0.00000	0.64891
chr5	0.00000	0.76181
chr6	0.02532	0.69541
chr7	0.00000	0.76959
chr8	0.07207	0.65167
chr9	0.00000	0.63996
chrX	0.00000	0.57991
