Training cell_line=K562 in mode genomic-piq-window
Proper cross validation
F1: 0.00374, ROC_AUC: 0.68646
chr1	0.00671	0.70153
chr10	0.00000	0.76992
chr11	0.00000	0.70739
chr12	0.00000	0.76732
chr13	0.00000	0.65861
chr14	0.00000	0.64593
chr15	0.00000	0.63999
chr16	0.02299	0.75105
chr17	0.00000	0.77743
chr18	0.00000	0.64610
chr19	0.00000	0.72516
chr2	0.00000	0.67627
chr20	0.00000	0.68212
chr21	0.00000	0.56714
chr22	0.00000	0.69426
chr3	0.00000	0.67243
chr4	0.00000	0.65198
chr5	0.00000	0.51839
chr6	0.05625	0.69878
chr7	0.00000	0.76237
chr8	0.00000	0.69430
chr9	0.00000	0.67703
chrX	0.00000	0.70315
