Training cell_line=K562 in mode genomic-only
Proper cross validation
F1: 0.00426, ROC_AUC: 0.67133
chr1	0.02000	0.73963
chr10	0.00000	0.78887
chr11	0.00000	0.72693
chr12	0.00000	0.73886
chr13	0.00000	0.46794
chr14	0.00000	0.65097
chr15	0.00000	0.63593
chr16	0.00000	0.75664
chr17	0.00000	0.72715
chr18	0.00000	0.51416
chr19	0.00000	0.70094
chr2	0.00000	0.61707
chr20	0.00000	0.64546
chr21	0.00000	0.53900
chr22	0.00000	0.64131
chr3	0.00000	0.67553
chr4	0.00000	0.81436
chr5	0.00000	0.62940
chr6	0.01365	0.67653
chr7	0.02083	0.72670
chr8	0.04348	0.69518
chr9	0.00000	0.72912
chrX	0.00000	0.60301
