Training cell_line=K562 in mode genomic-only
Proper cross validation
F1: 0.00583, ROC_AUC: 0.67481
chr1	0.00000	0.73290
chr10	0.00000	0.66243
chr11	0.04615	0.72087
chr12	0.00000	0.72110
chr13	0.00000	0.47794
chr14	0.00000	0.64261
chr15	0.00000	0.56381
chr16	0.00000	0.75858
chr17	0.01274	0.70875
chr18	0.00000	0.49528
chr19	0.00000	0.72167
chr2	0.00000	0.70285
chr20	0.00000	0.68801
chr21	0.00000	0.71947
chr22	0.00000	0.63353
chr3	0.00000	0.72405
chr4	0.00000	0.74415
chr5	0.00000	0.67128
chr6	0.04390	0.77008
chr7	0.03125	0.76276
chr8	0.00000	0.63558
chr9	0.00000	0.64873
chrX	0.00000	0.61420
